2021	2	22	2021	2	22	2	2	0
2021	2	23	2021	2	23	5	5	0
2021	2	24	2021	2	24	22	22	0
2021	2	25	2021	2	25	16	16	0
2021	2	26	2021	2	26	23	23	0
2021	2	27	2021	2	27	2	2	0
2021	2	28	2021	2	28	1	1	0
2021	3	1	2021	3	1	44	44	1
2021	3	2	2021	3	2	35	35	0
2021	3	3	2021	3	3	45	45	1
2021	3	4	2021	3	4	48	48	2
2021	3	5	2021	3	5	48	48	3
2021	3	6	2021	3	6	7	6	2
2021	3	7	2021	3	7	15	15	0
2021	3	8	2021	3	8	27	27	0
2021	3	9	2021	3	9	55	55	1
2021	3	10	2021	3	10	68	68	0
2021	3	11	2021	3	11	67	67	2
2021	3	12	2021	3	12	57	57	1
2021	3	13	2021	3	13	5	5	0
2021	3	14	2021	3	14	25	25	0
2021	3	15	2021	3	15	70	70	0
2021	3	16	2021	3	16	87	86	1
2021	3	17	2021	3	17	70	70	0
2021	3	18	2021	3	18	85	85	1
2021	3	19	2021	3	19	77	77	2
2021	3	20	2021	3	20	10	10	0
2021	3	21	2021	3	21	8	8	0
2021	3	22	2021	3	22	106	104	0
2021	3	23	2021	3	23	91	91	0
2021	3	24	2021	3	24	109	108	1
2021	3	25	2021	3	25	143	143	0
2021	3	26	2021	3	26	87	87	2
2021	3	27	2021	3	27	13	13	0
2021	3	28	2021	3	28	15	15	0
2021	3	29	2021	3	29	147	146	1
2021	3	30	2021	3	30	42	41	3
2021	3	31	2021	3	31	118	116	0
2021	4	1	2021	4	1	75	74	1
2021	4	2	2021	4	2	19	19	0
2021	4	3	2021	4	3	3	3	0
2021	4	4	2021	4	4	6	6	0
2021	4	5	2021	4	5	3	3	1
2021	4	6	2021	4	6	293	291	3
2021	4	7	2021	4	7	72	71	1
2021	4	8	2021	4	8	94	91	1
2021	4	9	2021	4	9	101	98	1
2021	4	10	2021	4	10	3	3	0
2021	4	11	2021	4	11	7	6	0
2021	4	12	2021	4	12	193	189	3
